name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,Star Type Complex,Star Type Simple
Kepler-60 b,3344,13.95,Super Earth,2012,4.19,5972200000000000000000000,1.71,1,0.0719,0.01943874,0,Transit,F7 V,F
Kepler-60 d,3344,13.95,Neptune-like,2012,4.16,5972200000000000000000000,1.99,1,0.1012,0.032580424,0,Transit,G0 V,G
Kepler-611 b,4552,14.734,Super Earth,2016,3.36,5972200000000000000000000,1.65,1,0.0351,0.006570842,0,Transit,K1 V,K
Kepler-615 b,1076,14.623,Super Earth,2016,3.68,5972200000000000000000000,1.74,1,0.085,0.028473647,0,Transit,G2 V,G
Kepler-617 b,565,15.549,Super Earth,2016,2.3,5972200000000000000000000,1.32,1,0.0219,0.004654347,0,Transit,K2 V,K
Kepler-619 c,2938,14.84,Super Earth,2016,3.5,5972200000000000000000000,1.69,1,0.0225,0.003285421,0,Transit,F4 V,F
Kepler-61 b,1093,15.277,Neptune-like,2013,5.27,5972200000000000000000000,2.15,1,0.24861,0.16399726,0.25,Transit,G0 V,G
Kepler-622 b,929,15.052,Neptune-like,2016,5.18,5972200000000000000000000,2.13,1,0.0978,0.039151266,0,Transit,K5 V,K
Kepler-625 b,2481,13.395,Super Earth,2016,4.62,5972200000000000000000000,1.99,1,0.0768,0.021355236,0,Transit,M0,M
Kepler-625 c,2481,13.395,Super Earth,2016,1.16,5972200000000000000000000,1.05,1,0.0508,0.011498973,0,Transit,M0,M
Kepler-629 b,1214,13.481,Super Earth,2016,2.48,5972200000000000000000000,1.38,1,0.0712,0.019712524,0,Transit,M,M
Kepler-62 b,981,13.965,Super Earth,2013,9,5972200000000000000000000,1.31,1,0.0553,0.015605749,0,Transit,M4,M
Kepler-62 c,981,13.965,Terrestrial,2013,4,5972200000000000000000000,0.54,1,0.0929,0.03394935,0,Transit,M2,M
Kepler-62 d,981,13.965,Neptune-like,2013,14,5972200000000000000000000,1.95,1,0.12,0.049828887,0,Transit,M4.5 V,M
Kepler-638 b,3233,13.658,Super Earth,2016,4.01,5972200000000000000000000,1.83,1,0.0632,0.01670089,0,Transit,F9,F
Kepler-641 b,3164,13.807,Super Earth,2016,4.08,5972200000000000000000000,1.85,1,0.0879,0.026009582,0,Transit,G3,G
Kepler-653 b,1943,13.498,Super Earth,2016,4.46,5972200000000000000000000,1.95,1,0.1197,0.040246405,0,Transit,G9 V,G
Kepler-653 c,1943,13.498,Terrestrial,2016,0.399,5972200000000000000000000,0.78,1,0.0186,0.002464066,0,Transit,G9 V,G
Kepler-65 b,991,10.922,Super Earth,2012,2.4,5972200000000000000000000,1.42,1,0.035,0.006023272,0.03,Transit,K9 V/M0 V,K
Kepler-65 d,991,10.922,Super Earth,2012,4.14,5972200000000000000000000,1.52,1,0.084,0.022176592,0.01,Transit,F6 V,F
Kepler-662 b,2661,15.598,Neptune-like,2016,5.39,5972200000000000000000000,2.18,1,0.1408,0.059411366,0,Transit,K7,K
Kepler-674 b,1116,15.569,Super Earth,2016,3.5,5972200000000000000000000,1.69,1,0.028,0.006023272,0,Transit,K7,K
Kepler-710 b,4724,15.071,Super Earth,2016,4.19,5972200000000000000000000,1.88,1,0.0524,0.011772759,0,Transit,F9 IV,F
Kepler-716 c,2071,15.314,Super Earth,2020,2.52,5972200000000000000000000,1.393,1,0.046,0.010951404,0,Transit,M2.0 V,M
Kepler-730 c,6312,15.782,Super Earth,2018,3.09,5972200000000000000000000,1.569,1,0.03997,0.007939767,0,Transit,M3 V,M
Kepler-732 c,570,16.53,Super Earth,2016,2.15,5972200000000000000000000,1.27,1,0.0143,0.002464066,0,Transit,M4.5V-M5V,M
Kepler-737 b,669,15.971,Super Earth,2016,4.5,5972200000000000000000000,1.96,1,0.1422,0.07830253,0,Transit,M3 V,M
Kepler-743 b,910,12.66,Super Earth,2016,1.92,5972200000000000000000000,1.21,1,0.0418,0.008761123,0,Transit,M0.5 V,M
Kepler-744 b,1468,13.718,Super Earth,2016,3.26,5972200000000000000000000,1.62,1,0.0993,0.033127997,0,Transit,K V,K
Kepler-745 b,5808,15.427,Neptune-like,2016,5.31,5972200000000000000000000,2.16,1,0.0915,0.027104722,0,Transit,K V,K
Kepler-746 b,1468,13.785,Super Earth,2016,1.41,5972200000000000000000000,1.11,1,0.0435,0.009582478,0,Transit,K V,K
Kepler-750 c,4228,14.634,Super Earth,2016,3.26,5972200000000000000000000,1.62,1,0.0533,0.011225188,0,Transit,K V,K
Kepler-753 b,896,14.891,Super Earth,2016,4.31,5972200000000000000000000,1.91,1,0.054,0.015605749,0,Transit,K0 V,K
Kepler-754 b,5775,15.352,Super Earth,2016,4.7,5972200000000000000000000,2.01,1,0.116,0.039972622,0,Transit,K0 V,K
Kepler-755 b,1302,14.277,Super Earth,2016,3.75,5972200000000000000000000,1.76,1,0.0214,0.003559206,0,Transit,K0 V,K
Kepler-756 b,2779,15.986,Super Earth,2016,1.46,5972200000000000000000000,1.12,1,0.0219,0.003285421,0,Transit,K6 V,K
Kepler-757 b,3486,15.066,Super Earth,2016,2.42,5972200000000000000000000,1.36,1,0.019,0.002737851,0,Transit,K6 V,K
Kepler-758 c,4901,14.379,Super Earth,2016,3.5,5972200000000000000000000,1.69,1,0.0547,0.013141684,0,Transit,K6 V,K
Kepler-758 d,4901,14.379,Neptune-like,2016,5.14,5972200000000000000000000,2.12,1,0.1447,0.056125943,0,Transit,M3,M
Kepler-758 e,4901,14.379,Super Earth,2016,2.96,5972200000000000000000000,1.53,1,0.0785,0.022450376,0,Transit,M3,M
Kepler-760 c,2585,15.181,Super Earth,2016,2.79,5972200000000000000000000,1.48,1,0.0333,0.006844627,0,Transit,K1-K2,K
Kepler-764 b,3418,15.555,Super Earth,2016,3.33,5972200000000000000000000,1.64,1,0.0724,0.019986311,0,Transit,M0 V,M
Kepler-768 b,2559,15.969,Super Earth,2016,3.86,5972200000000000000000000,1.79,1,0.092,0.031211497,0,Transit,G V,G
Kepler-769 c,3815,14.984,Super Earth,2016,3.86,5972200000000000000000000,1.79,1,0.1297,0.043805614,0,Transit,G V,G
Kepler-771 b,4547,14.958,Super Earth,2016,3.97,5972200000000000000000000,1.82,1,0.0843,0.023819301,0,Transit,G8 V,G
Kepler-773 b,1784,13.387,Super Earth,2016,2.63,5972200000000000000000000,1.43,1,0.047,0.010130048,0,Transit,F8,F
Kepler-775 b,1300,13.564,Super Earth,2016,1.81,5972200000000000000000000,1.19,1,0.0187,0.002737851,0,Transit,F8,F
Kepler-778 b,3060,15.959,Super Earth,2016,3.46,5972200000000000000000000,1.68,1,0.0453,0.010403832,0,Transit,G9 V,G
Kepler-779 b,924,16.303,Terrestrial,2016,0.721,5972200000000000000000000,0.92,1,0.0533,0.01943874,0,Transit,G2 V,G
Kepler-780 b,1819,13.464,Terrestrial,2016,0.64,5972200000000000000000000,0.89,1,0.015,0.001916496,0,Transit,Am C,A
Kepler-789 b,4828,14.723,Neptune-like,2016,5.14,5972200000000000000000000,2.12,1,0.0951,0.023545519,0,Transit,M4 &#177 0.5 V,M
Kepler-790 b,2294,15.534,Neptune-like,2016,5.39,5972200000000000000000000,2.18,1,0.101,0.037508555,0,Transit,M3.0 V,M
Kepler-793 b,3215,14.742,Super Earth,2016,2.45,5972200000000000000000000,1.37,1,0.0491,0.011498973,0,Transit,F,F
Kepler-794 b,3038,13.599,Neptune-like,2016,5.1,5972200000000000000000000,2.11,1,0.1036,0.030390145,0,Transit,F8 V,F
Kepler-795 b,1605,13.423,Super Earth,2016,3.46,5972200000000000000000000,1.68,1,0.1817,0.08104038,0,Transit,F0,F
Kepler-796 b,2667,13.175,Super Earth,2016,2.24,5972200000000000000000000,1.3,1,0.0662,0.017522246,0,Transit,G9 IV,G
Kepler-801 b,1437,15.596,Super Earth,2016,4.66,5972200000000000000000000,2,1,0.0795,0.031211497,0,Transit,F,F
Kepler-804 b,2119,13.864,Super Earth,2016,4.42,5972200000000000000000000,1.94,1,0.1137,0.03942505,0,Transit,M2,M
Kepler-804 c,2119,13.864,Super Earth,2016,1.55,5972200000000000000000000,1.14,1,0.0872,0.026557151,0,Transit,M2,M
Kepler-808 b,1047,14.519,Super Earth,2016,2.73,5972200000000000000000000,1.46,1,0.0116,0.001642711,0,Transit,F7 V,F
Kepler-80 d,1205,15.23,Super Earth,2014,6.75,5972200000000000000000000,1.53,1,0.0372,0.008487337,0,Transit,F7 V,F
Kepler-80 e,1205,15.23,Super Earth,2014,4.13,5972200000000000000000000,1.6,1,0.0491,0.012594113,0,Transit,M4.5+/-0.5,M
Kepler-80 f,1205,15.23,Super Earth,2016,1.92,5972200000000000000000000,1.21,1,0.0175,0.002737851,0,Transit,M3.0 V,M
Kepler-81 d,1136,15.258,Super Earth,2014,1.92,5972200000000000000000000,1.21,1,0.128,0.056947295,0,Transit,M1 V,M
Kepler-821 b,2005,15.153,Super Earth,2016,2.27,5972200000000000000000000,1.31,1,0.029,0.005201916,0,Transit,M5V,M
Kepler-822 b,2807,14.75,Super Earth,2016,3.78,5972200000000000000000000,1.77,1,0.0412,0.008761123,0,Transit,G5 V,G
Kepler-824 b,3919,15.051,Super Earth,2016,4.16,5972200000000000000000000,1.87,1,0.055,0.012320329,0,Transit,M0,M
Kepler-825 b,2635,14.296,Super Earth,2016,2.96,5972200000000000000000000,1.53,1,0.0453,0.010403832,0,Transit,M0 V,M
Kepler-825 c,2635,14.296,Super Earth,2016,4.04,5972200000000000000000000,1.84,1,0.0759,0.022450376,0,Transit,M0 V,M
Kepler-826 b,2543,13.644,Super Earth,2016,2.1,5972200000000000000000000,1.25,1,0.0528,0.012320329,0,Transit,M0 V,M
Kepler-828 b,1877,15.374,Super Earth,2016,2.89,5972200000000000000000000,1.51,1,0.0125,0.001642711,0,Transit,M0.0 V,M
Kepler-829 b,3503,14.973,Neptune-like,2016,5.1,5972200000000000000000000,2.11,1,0.0678,0.01889117,0,Transit,K,K
Kepler-82 d,2950,15.131,Super Earth,2014,3.78,5972200000000000000000000,1.77,1,0.034,0.006570842,0,Transit,K,K
Kepler-830 b,3660,14.88,Super Earth,2016,3.53,5972200000000000000000000,1.7,1,0.1033,0.030937715,0,Transit,K,K
Kepler-831 b,1936,13.751,Super Earth,2016,2.15,5972200000000000000000000,1.27,1,0.0603,0.015331964,0,Transit,K,K
Kepler-832 b,5507,16.001,Super Earth,2016,4.9,5972200000000000000000000,2.06,1,0.075,0.01943874,0,Transit,K,K
Kepler-833 b,1525,15.755,Super Earth,2016,4.74,5972200000000000000000000,2.02,1,0.1139,0.05147159,0,Transit,K,K
Kepler-834 b,2068,16.211,Super Earth,2016,4.74,5972200000000000000000000,2.02,1,0.0862,0.036413416,0,Transit,F,F
Kepler-842 b,1738,15.363,Super Earth,2016,3.19,5972200000000000000000000,1.6,1,0.0204,0.003285421,0,Transit,K,K
Kepler-84 b,3340,14.92,Super Earth,2012,40,5972200000000000000000000,2.23,1,0.0827,0.023819301,0,Transit,G V,G
Kepler-84 d,3340,14.92,Super Earth,2014,2.48,5972200000000000000000000,1.38,1,0.052,0.011498973,0,Transit,M0,M
Kepler-853 b,1855,12.339,Super Earth,2016,3.5,5972200000000000000000000,1.69,1,0.0779,0.019712524,0,Transit,F6 V,F
Kepler-85 b,2496,14.89,Super Earth,2012,4.54,5972200000000000000000000,1.97,1,0.0766,0.022724163,0,Transit,K V,K
Kepler-85 d,2496,14.89,Super Earth,2014,1.87,5972200000000000000000000,1.2,1,0.13,0.049007528,0,Transit,F8 V,F
Kepler-85 e,2496,14.89,Super Earth,2014,0.6,5972200000000000000000000,1.27,1,0.163,0.068993844,0,Transit,G V,G
Kepler-866 b,2109,16.124,Super Earth,2016,3.29,5972200000000000000000000,1.63,1,0.0331,0.007118412,0,Transit,K,K
Kepler-868 b,5197,15.872,Super Earth,2016,4.86,5972200000000000000000000,2.05,1,0.0575,0.013689254,0,Transit,K,K
Kepler-872 b,2870,15.242,Super Earth,2016,4.62,5972200000000000000000000,1.99,1,0.0362,0.007118412,0,Transit,K,K
Kepler-876 b,2678,15.647,Super Earth,2016,2.63,5972200000000000000000000,1.43,1,0.0549,0.013963039,0,Transit,M1.0,M
Kepler-877 b,1964,14.74,Neptune-like,2016,5.14,5972200000000000000000000,2.12,1,0.1301,0.05065024,0,Transit,M2+/-0.5,M
Kepler-878 b,2582,14.967,Super Earth,2016,4.38,5972200000000000000000000,1.93,1,0.165,0.070910335,0,Transit,M4,M
Kepler-881 b,4486,15.281,Super Earth,2016,3.82,5972200000000000000000000,1.78,1,0.0552,0.012046544,0,Transit,M4,M
Kepler-882 b,1646,14.188,Super Earth,2016,2.04,5972200000000000000000000,1.23,1,0.0449,0.010951404,0,Transit,F,F
Kepler-883 b,2047,13.169,Super Earth,2016,3.82,5972200000000000000000000,1.78,1,0.1055,0.03559206,0,Transit,M4.5 V,M
Kepler-886 b,2320,14.054,Super Earth,2016,2.92,5972200000000000000000000,1.52,1,0.067,0.016974675,0,Transit,F4 V,F
Kepler-895 b,1762,16.21,Super Earth,2016,2.99,5972200000000000000000000,1.54,1,0.0328,0.007665982,0,Transit,G5,G
Kepler-903 b,4466,14.856,Super Earth,2016,4.7,5972200000000000000000000,2.01,1,0.0907,0.028473647,0,Transit,G V,G
Kepler-904 b,3191,14.56,Super Earth,2016,3.78,5972200000000000000000000,1.77,1,0.0417,0.008213553,0,Transit,K0 V,K
Kepler-905 b,1726,14.058,Super Earth,2016,2.57,5972200000000000000000000,1.41,1,0.0572,0.013963039,0,Transit,K8 V,K
Kepler-906 b,2472,14.019,Neptune-like,2016,5.1,5972200000000000000000000,2.11,1,0.2359,0.11416838,0,Transit,K8 V,K
Kepler-909 b,1010,11.626,Super Earth,2016,2.76,5972200000000000000000000,1.47,1,0.1175,0.038056124,0,Transit,M3,M
Kepler-90b,2767,13.883,Super Earth,2013,2.27,5972200000000000000000000,1.31,1,0.074,0.019164955,0,Transit,G V,G
Kepler-914 b,2459,13.667,Super Earth,2016,2.48,5972200000000000000000000,1.38,1,0.0544,0.012046544,0,Transit,M4.5 V,M
Kepler-915 b,2770,13.314,Super Earth,2016,2.86,5972200000000000000000000,1.5,1,0.0566,0.012594113,0,Transit,M4 V,M
Kepler-922 b,1749,13.863,Super Earth,2016,2.6,5972200000000000000000000,1.42,1,0.0182,0.002464066,0,Transit,M2.5 V,M
Kepler-931 b,1598,14.643,Super Earth,2016,2.33,5972200000000000000000000,1.33,1,0.0719,0.021902807,0,Transit,K8 V,K
Kepler-932 b,1519,14.308,Super Earth,2016,2.45,5972200000000000000000000,1.37,1,0.0279,0.005201916,0,Transit,K8 V,K
Kepler-946 b,3710,15.011,Super Earth,2016,4.38,5972200000000000000000000,1.93,1,0.1002,0.03230664,0,Transit,F9 V,F
Kepler-953 c,845,11.871,Super Earth,2016,1.81,5972200000000000000000000,1.19,1,0.0862,0.024914443,0,Transit,M2 V,M
Kepler-958 b,1467,13.91,Super Earth,2016,4.9,5972200000000000000000000,2.06,1,0.0852,0.026830938,0,Transit,M,M
Kepler-962 b,1342,13.68,Super Earth,2016,4.54,5972200000000000000000000,1.97,1,0.0984,0.033127997,0,Transit,M,M
Kepler-964 b,1483,14.061,Neptune-like,2016,5.14,5972200000000000000000000,2.12,1,0.1063,0.036960986,0,Transit,M,M
Kepler-97 b,1308,12.994,Super Earth,2014,3.51,5972200000000000000000000,1.48,1,0.0356,0.007118412,0,Transit,M V,M
Kepler-990 c,2617,14.716,Super Earth,2016,2.96,5972200000000000000000000,1.53,1,0.0127,0.001368925,0,Transit,M1,M
Kepler-996 b,3968,14.717,Super Earth,2016,4.58,5972200000000000000000000,1.98,1,0.0474,0.010403832,0,Transit,M2,M
Kepler-997 b,1525,11.521,Super Earth,2016,2.42,5972200000000000000000000,1.36,1,0.0397,0.007392197,0,Transit,M0 V,M
Kepler-99 b,680,13.206,Super Earth,2014,6.15,5972200000000000000000000,1.48,1,0.0503,0.012594113,0,Transit,M2 V,M
KOI-1599.02,3691,14.795,Super Earth,2019,9,5972200000000000000000000,1.9,1,0.112293,0.037234772,0.01,Transit,M4+/-0.5,M
KOI-1831 d,1636,14.222,Super Earth,2021,2.23,5972200000000000000000000,1.13,1,0.1949,0.0936345,0,Transit,K V,K
KOI-3503 b,2894,13.831,Super Earth,2021,9.2,5972200000000000000000000,1.19,1,0.1462,0.05804244,0,Transit,K V,K
KOI-3503 c,2894,13.831,Super Earth,2021,10.36,5972200000000000000000000,1.21,1,0.1911,0.087063655,0,Transit,K V,K
KOI-55 b,4016,15.154,Terrestrial,2011,0.44,5972200000000000000000000,0.759,1,0.006,0.00054757,0,Orbital Brightness Modulation,K V,K
KOI-7368 b,864,12.969,Neptune-like,2022,5.56,5972200000000000000000000,2.22,1,0.0678,0.018617386,0,Transit,F7/F8V,F
KOI-94 b,1556,12.314,Super Earth,2013,10.5,5972200000000000000000000,1.71,1,0.05119,0.010130048,0.25,Transit,F7/F8V,F
L 168-9 b,82,11.005,Super Earth,2020,4.6,5972200000000000000000000,1.39,1,0.02091,0.003832991,0.21,Transit,F V,F
L 98-59 d,35,11.685,Super Earth,2019,1.94,5972200000000000000000000,1.521,1,0.0486,0.02053388,0.07,Transit,M5.5+/-0.5,M
L 98-59 e,35,11.685,Super Earth,2021,3.06,5972200000000000000000000,1.56,1,0.0717,0.03504449,0.13,Radial Velocity,G9 V,G
LHS 1140 b,49,14.15,Super Earth,2017,6.38,5972200000000000000000000,1.635,1,0.0957,0.06762492,0.096,Transit,G9 V,G
LHS 3844 b,49,15.24,Super Earth,2019,2.25,5972200000000000000000000,1.303,1,0.00622,0.001368925,0,Transit,M0 V,M
LP 791-18 b,86,16.91,Super Earth,2019,1.46,5972200000000000000000000,1.12,1,0.00969,0.002464066,0,Transit,M0 V,M
LTT 1445 A b,22,10.59,Super Earth,2019,2.87,5972200000000000000000000,1.305,1,0.03813,0.014784395,0.11,Transit,M3.0,M
Pi Mensae c,60,5.65,Neptune-like,2018,3.63,5972200000000000000000000,2.06,1,0.068647,0.017248461,0.08,Transit,K6 V,K
Proxima Centauri b,4,11.01,Super Earth,2016,1.07,5972200000000000000000000,1.03,1,0.04856,0.030663928,0.02,Radial Velocity,F8 V,F
Ross 128 b,11,11.12,Super Earth,2017,1.4,5972200000000000000000000,1.11,1,0.0496,0.027104722,0.12,Radial Velocity,M3+/-1,M
Ross 508 b,37,14.18,Super Earth,2022,4,5972200000000000000000000,1.83,1,0.05366,0.02956879,0.33,Radial Velocity,M0.5 V,M
Tau Ceti g,12,3.49607,Super Earth,2017,1.75,5972200000000000000000000,1.18,1,0.133,0.054757014,0.06,Radial Velocity,M V,M
Teegarden's Star b,12,15.13,Super Earth,2019,1.05,5972200000000000000000000,1.02,1,0.0252,0.013415469,0,Radial Velocity,G3 V,G
Teegarden's Star c,12,15.13,Super Earth,2019,1.11,5972200000000000000000000,1.04,1,0.0443,0.031211497,0,Radial Velocity,F V,F
TOI-1075 b,200,12.615,Super Earth,2022,9.95,5972200000000000000000000,1.791,1,0.01159,0.001642711,0,Transit,G V,G
TOI-1235 b,129,11.495,Super Earth,2020,5.9,5972200000000000000000000,1.694,1,0.03826,0.009308693,0.15,Transit,G9 V,G
TOI-1266 c,117,12.941,Super Earth,2020,2.2,5972200000000000000000000,1.56,1,0.1058,0.05147159,0.04,Transit,G9 V,G
TOI-1411 b,106,10.51,Super Earth,2022,2.42,5972200000000000000000000,1.36,1,0.023,0.004106776,0,Transit,G9 V,G
TOI-1634 b,115,13.217,Super Earth,2021,4.91,5972200000000000000000000,1.79,1,0.01545,0.002737851,0.16,Transit,M2.5 V,M
TOI-1685 b,123,13.378,Super Earth,2021,3.78,5972200000000000000000000,1.7,1,0.011557,0.001916496,0,Transit,F6 V,F
TOI-178 b,205,11.955,Super Earth,2021,1.5,5972200000000000000000000,1.152,1,0.02607,0.005201916,0,Transit,M2 V,M
TOI-178 c,205,11.955,Super Earth,2021,4.77,5972200000000000000000000,1.669,1,0.037,0.008761123,0,Transit,F8,F
TOI-178 e,205,11.955,Neptune-like,2021,3.86,5972200000000000000000000,2.207,1,0.0783,0.027378507,0,Transit,M2.5 V,M
TOI-1807 b,139,10,Super Earth,2021,2.57,5972200000000000000000000,1.258,1,0.00812,0.001368925,0,Transit,M2.5 V,M
TOI-1860 b,150,8.4,Super Earth,2022,2.27,5972200000000000000000000,1.31,1,0.0204,0.003011636,0,Transit,M2.5 V,M
TOI-206 b,156,14.938,Super Earth,2022,2.24,5972200000000000000000000,1.3,1,0.0112,0.001916496,0,Transit,M2.5 V,M
TOI-2081 b,203,13.369,Super Earth,2022,4.82,5972200000000000000000000,2.04,1,0.0752,0.028747434,0,Transit,K4.5 V,K
TOI-2136 b,109,14.32,Super Earth,2022,6.37,5972200000000000000000000,2.19,1,0.057,0.02162902,0,Transit,K4.5 V,K
TOI-2257 b,189,15.211,Neptune-like,2021,5.45,5972200000000000000000000,2.194,1,0.145,0.09637235,0.5,Transit,K4.5 V,K
TOI-2260 b,330,10.474,Super Earth,2022,3.26,5972200000000000000000000,1.62,1,0.0097,0.00109514,0,Transit,M4,M
TOI-2285 b,138,13.403,Super Earth,2021,19.5,5972200000000000000000000,1.74,1,0.1363,0.07474332,0.3,Transit,G,G
TOI-237 b,124,16.37,Super Earth,2020,2.67,5972200000000000000000000,1.44,1,0.0341,0.014784395,0,Transit,G,G
TOI-2411 b,194,11.272,Super Earth,2022,3.46,5972200000000000000000000,1.68,1,0.0144,0.002190281,0,Transit,G,G
TOI-2427 b,93,10.295,Super Earth,2022,3.89,5972200000000000000000000,1.8,1,0.0202,0.003559206,0,Transit,M1 V,M
TOI-2445 b,158,15.692,Super Earth,2022,2.1,5972200000000000000000000,1.25,1,0.0064,0.00109514,0,Transit,M1 V,M
TOI-270 b,73,12.603,Super Earth,2019,1.58,5972200000000000000000000,1.206,1,0.03197,0.009308693,0.03,Transit,F3 V,F
TOI-270 d,73,12.603,Neptune-like,2019,4.78,5972200000000000000000000,2.133,1,0.0721,0.031211497,0.03,Transit,G,G
TOI-411 b,205,8.270001,Super Earth,2022,3.61,5972200000000000000000000,1.72,1,0.0528,0.010951404,0.13,Transit,G0 IV,G
TOI-431 b,106,9.12,Super Earth,2021,3.07,5972200000000000000000000,1.28,1,0.0113,0.001368925,0,Transit,K4 V,K
TOI-451 b,404,10.939,Super Earth,2020,4.31,5972200000000000000000000,1.91,1,0.0283,0.005201916,0,Transit,K V,K
TOI-500 b,155,10.54,Super Earth,2022,1.42,5972200000000000000000000,1.166,1,0.01189,0.001368925,0.06,Transit,K V,K
TOI-540 b,46,14.823,Terrestrial,2020,0.674,5972200000000000000000000,0.903,1,0.01223,0.003285421,0,Transit,G,G
TOI-544 b,134,10.777,Super Earth,2022,4.78,5972200000000000000000000,2.03,1,0.0251,0.004106776,0,Transit,F,F
TOI-700 b,102,13.151,Terrestrial,2020,0.704,5972200000000000000000000,0.914,1,0.0677,0.027378507,0.08,Transit,G V,G
TOI-700 e,102,13.151,Terrestrial,2023,0.818,5972200000000000000000000,0.953,1,0.134,0.07611225,0.06,Transit,K2.5 V,K
TOI-712 b,191,10.838,Super Earth,2022,4.85,5972200000000000000000000,2.049,1,0.07928,0.026009582,0.54,Transit,K2.5 V,K
TOI-776 c,89,11.536,Super Earth,2020,5.3,5972200000000000000000000,2.02,1,0.1,0.04298426,0.04,Transit,K V,K
TOI-833 b,136,11.724,Super Earth,2022,2.15,5972200000000000000000000,1.27,1,0.0171,0.002737851,0,Transit,K V,K
Wolf 1061 c,14,10.1,Super Earth,2015,3.41,5972200000000000000000000,1.66,1,0.089,0.049007528,0.11,Radial Velocity,M1.0 V,M
YZ Ceti d,12,12.074,Super Earth,2017,1.09,5972200000000000000000000,1.03,1,0.02851,0.012867898,0.07,Radial Velocity,K3 IV,K
K2-137 b,323,15.94,Terrestrial,2017,0.5,1898130000000000000000000000,0.64,1,0.0058,0.00054757,0,Transit,K3 IV,K
Kepler-23 b,2726,13.567,Neptune-like,2011,0.8,1898130000000000000000000000,1.9,1,0.075,0.01943874,0.06,Transit,M7.0 V,M
Kepler-240 c,2436,15.953,Super Earth,2014,0.322,1898130000000000000000000000,2.2,1,0.074,0.021902807,0,Transit,M7.0 V,M
Kepler-245 c,2810,15.546,Super Earth,2014,0.71,1898130000000000000000000000,2.18,1,0.124,0.04791239,0,Transit,K0 V,K
Kepler-272 b,2902,14.811,Super Earth,2014,0.245,1898130000000000000000000000,1.43,1,0.038,0.008213553,0,Transit,G0 V,G
Kepler-272 c,2902,14.811,Super Earth,2014,0.308,1898130000000000000000000000,1.79,1,0.061,0.01670089,0,Transit,G4 V,G
Kepler-317 b,3068,15.665,Super Earth,2014,0.345,1898130000000000000000000000,2.09,1,0.061,0.015058179,0,Transit,F8 V,F
Kepler-326 b,1591,13.734,Super Earth,2014,0.14,1898130000000000000000000000,1.52,1,0.032,0.006023272,0,Transit,M7,M
Kepler-32 b,1056,16.36,Gas Giant,2011,4.1,1898130000000000000000000000,2.2,1,0.05,0.01615332,0,Transit,M3.0 V,M
Kepler-32 c,1056,16.36,Neptune-like,2011,0.5,1898130000000000000000000000,2,1,0.09,0.024093088,0,Transit,M2.5 V,M
Kepler-415 b,1730,16.142,Super Earth,2014,0.377,1898130000000000000000000000,1.21,1,0.0426,0.011498973,0,Transit Timing Variations,sdBV,s
Kepler-52 b,1049,15.513,Neptune-like,2012,0.42476,1898130000000000000000000000,2.1,1,0.0637,0.02162902,0,Transit,K1,K
Kepler-52 c,1049,15.513,Gas Giant,2012,0.14284,1898130000000000000000000000,1.84,1,0.10379,0.044900753,0,Transit,K1,K
Kepler-55 c,1888,15.746,Super Earth,2012,0.22,1898130000000000000000000000,2.21,1,0.2095,0.11553731,0,Transit,K1,K
Kepler-57 b,2101,15.017,Gas Giant,2012,0.36183,1898130000000000000000000000,2.19,1,0.06,0.015605749,0,Transit,K1,K
